3000;0,5092915296554565;0,494594407081604;0,44499802589416504
6000;0,8025248765945434;0,7573882818222046;0,7597954988479614
9000;1,1594294309616089;1,0858871698379517;1,0916784524917602
12000;1,5168822050094604;1,401471996307373;1,4243980646133423
15000;1,8440309762954712;1,7510045766830444;1,7626161336898805
18000;2,185611915588379;2,2362380981445313;2,103374409675598
21000;2,5748669624328615;2,374366283416748;2,448007082939148
24000;2,9713334321975706;2,7158956050872805;2,7164347648620604
27000;3,267338228225708;3,0321761846542357;3,06163489818573
30000;3,606768798828125;3,3634669303894045;3,372509264945984
33000;3,960052967071533;3,6631727695465086;3,7315823316574095
36000;4,338728547096252;4,053791642189026;4,090825033187866
39000;4,67441840171814;4,330385661125183;4,376548624038696
42000;5,053953456878662;4,623035311698914;4,712927436828613
45000;5,352001118659973;4,917377185821533;4,989586091041565
48000;5,66406147480011;5,190756344795227;5,364533805847168
51000;6,056495499610901;5,588983154296875;5,638549971580505
54000;6,379817199707031;5,87721574306488;6,0050348281860355
57000;6,741209983825684;6,225891733169556;6,332771801948548
60000;7,11960916519165;6,5829442024230955;6,633077311515808
63000;7,490285754203796;6,866907167434692;7,049443793296814
66000;7,852271389961243;7,207686352729797;7,368462491035461
69000;8,170782828330994;7,828085112571716;8,048267555236816
72000;8,904867696762086;8,298517227172852;8,750440311431884
75000;9,242078757286071;8,323488640785218;8,62730677127838
78000;9,554700207710265;8,66755428314209;8,723466968536377
81000;9,722524070739746;9,128904318809509;9,535553979873658
84000;10,210664916038514;10,200772094726563;9,618481707572936
87000;10,416124153137208;9,507178544998169;9,853843498229981
90000;10,627444863319397;9,836744785308838;10,614218878746033
93000;11,612441754341125;10,809055185317993;11,052642011642456
96000;11,870697617530823;10,488762354850769;10,847580242156983
99000;12,123447704315186;11,836957883834838;11,302779483795167
102000;14,323579716682435;13,701151967048645;13,834537172317505
105000;15,304053997993469;13,921253776550293;12,722751712799072
108000;15,116494989395141;14,009723830223084;14,361284041404724
111000;15,906991505622864;14,738355994224548;15,035255193710327
114000;17,03038716316223;15,250588703155518;15,465043973922729
117000;16,661027121543885;15,32144341468811;15,949893569946289
120000;17,11364803314209;16,413985538482667;16,206141996383668
123000;18,106380224227905;16,220442390441896;16,673293352127075
126000;18,159792137145995;16,52721083164215;16,880109786987305
129000;18,535471773147584;15,940932250022888;17,6766788482666
132000;18,964943385124208;17,7869695186615;17,92184066772461
135000;19,228926253318786;18,08868989944458;18,34217381477356
138000;19,440632605552672;18,436437249183655;17,88075180053711
141000;19,12368025779724;17,847236490249635;18,638288497924805
144000;20,280510354042054;18,9592346906662;19,283811569213867
147000;20,41730091571808;19,348582315444947;19,045712780952453
150000;20,51548080444336;19,04288308620453;19,360684418678282
153000;20,689143824577332;19,431211733818053;19,625266122817994
156000;21,29114489555359;19,790907549858094;20,021821880340575
159000;21,905327606201173;19,745780634880067;19,44068169593811
162000;21,151346278190612;19,189864492416383;19,649535751342775
165000;20,370268321037294;19,02442615032196;21,79943096637726
168000;22,884064435958862;21,35096969604492;21,869150042533875
171000;23,681973099708557;22,09111568927765;22,261605763435362
174000;23,345509743690492;21,671901321411134;21,82025635242462
177000;23,48579077720642;21,806311178207398;22,294577407836915
180000;23,95901401042938;22,429736328125;22,451235795021056
183000;24,334229350090027;22,588569045066833;23,025350666046144
186000;25,056146812438964;24,18719537258148;23,245401263237
189000;23,139062190055846;21,825054383277894;22,147460556030275
192000;26,973061418533327;25,20505497455597;25,269018387794496
195000;27,22380907535553;25,061561822891235;25,962757635116578
